2015;48;2015.11.28.;0;0 Ft;21;2 670 505 Ft;2403;24 710 Ft;75831;1 525 Ft;9;9;72;76;89
2015;47;2015.11.21.;0;0 Ft;23;2 478 740 Ft;2515;24 000 Ft;69459;1 690 Ft;31;53;57;60;89
2015;48;2015.11.28.;0;0 Ft;21;2 670 505 Ft;2403;24 710 Ft;75831;1 525 Ft;9;9;72;76;89
2015;47;2015.11.21.;0;0 Ft;23;2 478 740 Ft;2515;24 000 Ft;69459;1 690 Ft;31;53;57;60;89
2015;48;2015.11.28.;0;0 Ft;21;2 670 505 Ft;2403;24 710 Ft;75831;1 525 Ft;9;9;72;76;89
2015;47;2015.11.21.;0;0 Ft;23;2 478 740 Ft;2515;24 000 Ft;69459;1 690 Ft;31;53;57;60;89
2015;48;2015.11.28.;0;0 Ft;21;2 670 505 Ft;2403;24 710 Ft;75831;1 525 Ft;9;9;72;76;89
2015;47;2015.11.21.;0;0 Ft;23;2 478 740 Ft;2515;24 000 Ft;69459;1 690 Ft;31;53;57;60;89
2015;48;2015.11.28.;0;0 Ft;21;2 670 505 Ft;2403;24 710 Ft;75831;1 525 Ft;9;9;72;76;89
2015;47;2015.11.21.;0;0 Ft;23;2 478 740 Ft;2515;24 000 Ft;69459;1 690 Ft;31;53;57;60;89
